temperature,wind_speed,condition,precipitation,humidity,feelslike,pressure,visbility,is_day,timestamp,ID
21.0,11.2,Sunny,0.0,18,,1014.0,,True,2024-01-10 13:13:30.415153,2024-01-10 13:13:30.415153-21.0
21.0,11.2,Sunny,0.0,18,,1014.0,,True,2024-01-10 13:13:30.415153,2024-01-10 13:13:30.415153-21.0
20.9,11.2,Sunny,0.0,19,,1014.0,,True,2024-01-10 14:24:54.794090,2024-01-10 14:24:54.794090-20.9
20.9,11.2,Sunny,0.0,19,,1014.0,,True,2024-01-10 14:25:02.801065,2024-01-10 14:25:02.801065-20.9
20.9,11.2,Sunny,0.0,19,,1014.0,,True,2024-01-10 14:49:05.892209,2024-01-10 14:49:05.892209-20.9
